display_name,year,type,works_count,cited_by_count,city,geometry,region_shp
"Institute of Business, Psychology and Management",2023,education,0,1,Moscow,"c(37.449913, 55.88391)",Moskva
"Institute of Business, Psychology and Management",2024,education,0,1,Moscow,"c(37.449913, 55.88391)",Moskva
Institute of Cardiology,2012,facility,23,524,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2013,facility,38,539,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2014,facility,51,548,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2015,facility,88,587,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2016,facility,81,616,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2017,facility,43,544,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2018,facility,43,589,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2019,facility,45,610,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2020,facility,17,692,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2021,facility,23,800,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2022,facility,16,686,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2023,facility,17,640,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Cardiology,2024,facility,3,295,Tomsk,"c(84.97491, 56.460274)",Tomsk
Institute of Catalysis and Petrochemistry,2012,facility,62,514,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2013,facility,81,648,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2014,facility,148,706,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2015,facility,237,1311,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2016,facility,275,2543,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2017,facility,201,3520,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2018,facility,253,4928,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2019,facility,262,6023,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2020,facility,258,7239,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2021,facility,252,8213,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2022,facility,124,8537,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2023,facility,117,7927,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Catalysis and Petrochemistry,2024,facility,30,3781,Ufa,"c(56.038418, 54.79766)",Bashkortostan
Institute of Cell Biophysics,2012,facility,73,903,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2013,facility,73,1044,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2014,facility,91,1093,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2015,facility,105,1253,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2016,facility,117,1122,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2017,facility,90,1264,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2018,facility,129,1521,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2019,facility,131,1750,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2020,facility,129,2152,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2021,facility,138,2712,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2022,facility,123,2694,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2023,facility,135,2872,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cell Biophysics,2024,facility,40,1199,Pushchino,"c(37.609894, 54.83187)",Moskva
Institute of Cellular and Intracellular Symbiosis,2012,facility,10,175,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2013,facility,10,222,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2014,facility,19,216,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2015,facility,27,244,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2016,facility,48,192,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2017,facility,24,168,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2018,facility,33,232,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2019,facility,24,237,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2020,facility,28,382,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2021,facility,46,507,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2022,facility,33,520,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2023,facility,33,520,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Cellular and Intracellular Symbiosis,2024,facility,8,234,Moscow,"c(37.577805, 55.710804)",Moscow City
Institute of Chemical Biology and Fundamental Medicine,2012,facility,120,1305,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2013,facility,118,1314,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2014,facility,119,1476,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2015,facility,163,1753,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2016,facility,187,2126,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2017,facility,208,2657,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2018,facility,232,2899,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2019,facility,280,3856,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2020,facility,264,4911,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2021,facility,246,5877,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2022,facility,255,6417,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2023,facility,301,7011,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Biology and Fundamental Medicine,2024,facility,78,3016,Novosibirsk,"c(83.104416, 54.850475)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2012,facility,102,1855,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2013,facility,106,2015,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2014,facility,110,1983,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2015,facility,111,1932,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2016,facility,151,2279,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2017,facility,132,2341,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2018,facility,127,2742,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2019,facility,152,2689,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2020,facility,134,3070,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2021,facility,184,3679,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2022,facility,171,3805,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2023,facility,188,4326,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemical Kinetics and Combustion,2024,facility,60,1706,Novosibirsk,"c(83.11676, 54.845127)",Novosibirsk
Institute of Chemistry and Chemical Technology,2012,facility,46,568,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2013,facility,54,645,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2014,facility,75,679,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2015,facility,108,820,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2016,facility,113,847,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2017,facility,100,925,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2018,facility,111,1002,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2019,facility,118,1212,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2020,facility,123,1309,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2021,facility,128,1519,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2022,facility,121,1942,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2023,facility,114,2070,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry and Chemical Technology,2024,facility,19,1050,Krasnoyarsk,"c(92.75414, 55.992886)",Krasnoyarsk
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2012,facility,30,380,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2013,facility,35,444,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2014,facility,63,507,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2015,facility,81,587,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2016,facility,101,672,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2017,facility,83,810,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2018,facility,108,1115,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2019,facility,101,1440,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2020,facility,123,1380,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2021,facility,100,1346,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2022,facility,98,1519,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2023,facility,85,1529,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of High-Purity Substances them. G.G.Devyatyh,2024,facility,23,660,Nizhny Novgorod,"c(43.93292, 56.301044)",Nizhegorod
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2012,facility,38,586,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2013,facility,66,761,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2014,facility,61,856,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2015,facility,76,874,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2016,facility,87,959,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2017,facility,73,1126,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2018,facility,86,1091,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2019,facility,134,1175,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2020,facility,154,1574,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2021,facility,157,1698,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2022,facility,144,1908,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2023,facility,204,2256,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
Institute of Chemistry of Silicates named after I.V. Grebenshchikov,2024,facility,30,806,Saint Petersburg,"c(30.303001, 59.94451)",City of St. Petersburg
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2012,facility,174,1521,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2013,facility,206,1730,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2014,facility,197,1923,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2015,facility,234,2292,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2016,facility,258,2621,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2017,facility,209,2732,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2018,facility,187,3058,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2019,facility,155,3456,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2020,facility,186,4143,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2021,facility,184,4323,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2022,facility,185,4566,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2023,facility,165,5002,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",2024,facility,29,2116,Vladivostok,"c(131.92128, 43.193317)",Primor'ye
"Institute of Chemistry, Komi Science Center",2012,facility,27,308,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2013,facility,27,424,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2014,facility,47,561,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2015,facility,34,607,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2016,facility,45,565,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2017,facility,53,590,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2018,facility,46,641,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2019,facility,73,871,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2020,facility,82,1466,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2021,facility,72,1480,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2022,facility,71,1426,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2023,facility,83,1275,Syktyvkar,"c(50.825478, 61.671513)",Komi
"Institute of Chemistry, Komi Science Center",2024,facility,16,540,Syktyvkar,"c(50.825478, 61.671513)",Komi
Institute of Clinical and Experimental Lymphology,2012,facility,3,9,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2013,facility,12,21,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2014,facility,15,19,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2015,facility,24,41,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2016,facility,35,57,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2017,facility,41,178,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2018,facility,46,176,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2019,facility,70,256,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2020,facility,90,301,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2021,facility,65,404,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2022,facility,104,480,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2023,facility,83,526,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Clinical and Experimental Lymphology,2024,facility,32,278,Novosibirsk,"c(83.1165, 54.891006)",Novosibirsk
Institute of Coal Chemistry and Material Science,2012,facility,4,8,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2013,facility,6,21,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2014,facility,3,29,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2015,facility,8,49,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2016,facility,5,74,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2017,facility,2,99,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2018,facility,5,119,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2019,facility,5,111,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2020,facility,2,104,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2021,facility,0,104,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2022,facility,4,97,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2023,facility,1,92,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal Chemistry and Material Science,2024,facility,0,31,Kemerovo,"c(86.07758, 55.35964)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2012,facility,31,22,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2013,facility,21,27,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2014,facility,28,55,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2015,facility,44,82,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2016,facility,48,124,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2017,facility,55,196,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2018,facility,69,189,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2019,facility,90,261,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2020,facility,69,286,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2021,facility,177,360,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2022,facility,100,445,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2023,facility,42,296,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Coal of the Siberian Branch of the RAS,2024,facility,9,127,Kemerovo,"c(86.16342, 55.361404)",Kemerovo
Institute of Commerce and Law,2012,education,7,16,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2013,education,7,12,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2014,education,9,11,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2015,education,2,15,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2016,education,5,14,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2017,education,6,11,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2018,education,6,11,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2019,education,5,13,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2020,education,3,24,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2021,education,11,33,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2022,education,12,22,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2023,education,9,24,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Commerce and Law,2024,education,6,10,Moscow,"c(37.668636, 55.74064)",Moscow City
Institute of Complex Development of Bowels,2012,facility,1,11,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2013,facility,0,11,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2014,facility,0,15,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2015,facility,0,19,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2016,facility,0,10,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2017,facility,0,12,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2018,facility,1,15,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2019,facility,2,21,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2020,facility,1,13,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2021,facility,1,14,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2022,facility,0,17,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2023,facility,0,9,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Complex Development of Bowels,2024,facility,0,4,Moscow,"c(37.71052, 55.765007)",Moscow City
Institute of Computational Mathematics and Mathematical Geophysics,2012,facility,77,290,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2013,facility,77,282,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2014,facility,103,376,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2015,facility,127,465,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2016,facility,149,493,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2017,facility,154,615,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2018,facility,199,764,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2019,facility,224,936,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2020,facility,193,864,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2021,facility,253,1133,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2022,facility,157,1036,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2023,facility,123,1065,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Mathematics and Mathematical Geophysics,2024,facility,35,450,Novosibirsk,"c(83.102684, 54.8515)",Novosibirsk
Institute of Computational Modeling,2012,facility,55,310,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2013,facility,55,371,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2014,facility,64,433,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2015,facility,91,535,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2016,facility,73,547,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2017,facility,69,514,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2018,facility,112,894,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2019,facility,155,791,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2020,facility,149,1001,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
Institute of Computational Modeling,2021,facility,123,1107,Krasnoyarsk,"c(92.76233, 55.986446)",Krasnoyarsk
