display_name,year,type,works_count,cited_by_count,city,geometry,region_shp
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2015,facility,293,4574,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2016,facility,340,4574,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2017,facility,480,5094,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2018,facility,522,6280,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2019,facility,706,7324,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2020,facility,581,8752,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2021,facility,1225,10486,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2022,facility,568,10816,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2023,facility,739,12367,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oceanology. PP Shirshov Russian Academy of Sciences,2024,facility,155,4795,Moscow,"c(37.56889, 55.676945)",Moscow City
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2012,facility,29,190,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2013,facility,32,248,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2014,facility,50,263,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2015,facility,35,323,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2016,facility,52,382,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2017,facility,62,397,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2018,facility,107,494,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2019,facility,117,764,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2020,facility,128,940,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2021,facility,167,1114,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2022,facility,111,1229,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2023,facility,102,1368,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oil and Gas Problems of the Siberian Branch of the RAS,2024,facility,22,584,Yakutsk,"c(129.68217, 62.036343)",Sakha
Institute of Oncology NN Petrov,2012,healthcare,40,1405,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2013,healthcare,58,1815,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2014,healthcare,63,2154,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2015,healthcare,83,2371,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2016,healthcare,86,2721,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2017,healthcare,92,2960,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2018,healthcare,102,3200,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2019,healthcare,87,3714,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2020,healthcare,99,4455,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2021,healthcare,99,5478,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2022,healthcare,89,5521,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2023,healthcare,62,5357,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Oncology NN Petrov,2024,healthcare,16,2399,St Petersburg,"c(30.31413, 59.93863)",City of St. Petersburg
Institute of Organic Synthesis,2012,facility,121,724,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2013,facility,161,924,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2014,facility,152,1160,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2015,facility,127,1134,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2016,facility,152,1344,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2017,facility,143,1432,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2018,facility,148,1671,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2019,facility,227,2253,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2020,facility,214,2488,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2021,facility,207,3074,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2022,facility,211,3549,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2023,facility,210,3703,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Organic Synthesis,2024,facility,41,1507,Yekaterinburg,"c(60.653736, 56.851097)",Sverdlovsk
Institute of Oriental Manuscripts,2012,facility,2,0,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2013,facility,4,0,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2014,facility,2,2,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2015,facility,22,0,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2016,facility,15,2,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2017,facility,19,3,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2018,facility,18,9,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2019,facility,15,19,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2020,facility,42,19,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2021,facility,76,21,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2022,facility,51,16,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2023,facility,79,47,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Manuscripts,2024,facility,14,6,Saint Petersburg,"c(30.322, 59.944)",City of St. Petersburg
Institute of Oriental Studies,2012,facility,12,18,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2013,facility,20,32,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2014,facility,23,37,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2015,facility,30,39,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2016,facility,25,72,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2017,facility,35,196,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2018,facility,95,85,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2019,facility,135,125,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2020,facility,299,242,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2021,facility,267,249,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2022,facility,276,485,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2023,facility,240,471,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Oriental Studies,2024,facility,79,286,Moscow,"c(37.623642, 55.764233)",Moscow City
Institute of Paleontology A A Borisyak,2012,facility,115,848,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2013,facility,107,1063,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2014,facility,129,1305,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2015,facility,123,1528,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2016,facility,124,1468,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2017,facility,123,1558,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2018,facility,179,1876,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2019,facility,220,2470,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2020,facility,208,3042,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2021,facility,234,3736,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2022,facility,207,3755,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2023,facility,323,3921,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Paleontology A A Borisyak,2024,facility,62,1708,Moscow,"c(37.538456, 55.622936)",Moscow City
Institute of Petroleum Chemistry,2012,facility,51,216,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2013,facility,36,249,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2014,facility,56,329,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2015,facility,69,322,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2016,facility,69,342,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2017,facility,77,420,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2018,facility,112,608,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2019,facility,119,684,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2020,facility,110,796,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2021,facility,90,825,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2022,facility,98,938,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2023,facility,102,942,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Chemistry,2024,facility,19,466,Tomsk,"c(85.05017, 56.474316)",Tomsk
Institute of Petroleum Geology and Geophysics,2012,facility,108,446,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2013,facility,128,647,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2014,facility,172,785,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2015,facility,180,943,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2016,facility,169,1115,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2017,facility,225,1327,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2018,facility,229,1613,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2019,facility,458,1998,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2020,facility,302,2307,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2021,facility,437,2896,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2022,facility,391,3005,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2023,facility,295,3135,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Petroleum Geology and Geophysics,2024,facility,62,1222,Novosibirsk,"c(83.10472, 54.844902)",Novosibirsk
Institute of Pharmacology Russian Academy of Medical Sciences,2012,facility,42,423,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2013,facility,54,444,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2014,facility,41,570,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2015,facility,37,840,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2016,facility,52,877,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2017,facility,40,975,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2018,facility,69,867,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2019,facility,107,1047,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2020,facility,89,1086,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2021,facility,91,1228,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2022,facility,97,1410,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2023,facility,94,1393,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Pharmacology Russian Academy of Medical Sciences,2024,facility,7,441,Moscow,"c(37.514908, 55.809586)",Moscow City
Institute of Philosophy,2012,facility,9,15,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2013,facility,22,29,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2014,facility,30,23,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2015,facility,44,36,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2016,facility,25,51,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2017,facility,57,50,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2018,facility,96,69,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2019,facility,143,156,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2020,facility,140,163,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2021,facility,130,244,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2022,facility,99,220,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2023,facility,58,266,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Philosophy,2024,facility,11,79,Moscow,"c(37.646057, 55.744953)",Moscow City
Institute of Physical Materials Science,2012,facility,18,0,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2013,facility,20,7,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2014,facility,29,11,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2015,facility,34,35,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2016,facility,42,63,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2017,facility,38,109,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2018,facility,47,163,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2019,facility,75,198,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2020,facility,86,273,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2021,facility,78,350,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2022,facility,77,355,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2023,facility,54,375,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical Materials Science,2024,facility,12,128,Ulan-Ude,"c(107.600365, 51.82813)",Buryat
Institute of Physical-Chemical and Biological Problems in Soil Science,2012,facility,47,948,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2013,facility,53,1136,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2014,facility,58,1322,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2015,facility,70,1406,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2016,facility,97,1539,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2017,facility,93,1829,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2018,facility,101,2104,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2019,facility,127,2650,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2020,facility,133,3490,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2021,facility,104,4155,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2022,facility,90,4630,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2023,facility,128,4620,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physical-Chemical and Biological Problems in Soil Science,2024,facility,33,2086,Pushchino,"c(37.605946, 54.83205)",Moskva
Institute of Physico-Technical Problems of the North named VP Larionov,2012,facility,10,2,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2013,facility,5,2,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2014,facility,7,6,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2015,facility,13,7,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2016,facility,15,10,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2017,facility,22,22,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2018,facility,30,35,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2019,facility,93,84,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2020,facility,104,101,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2021,facility,66,117,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2022,facility,40,139,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2023,facility,29,164,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physico-Technical Problems of the North named VP Larionov,2024,facility,6,68,Yakutsk,"c(129.72649, 62.024456)",Sakha
Institute of Physics,2012,facility,336,5671,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2013,facility,349,6222,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2014,facility,362,6402,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2015,facility,419,7159,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2016,facility,692,7670,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2017,facility,482,8213,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2018,facility,449,9142,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2019,facility,509,10197,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2020,facility,515,11290,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2021,facility,514,12846,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2022,facility,604,13183,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2023,facility,477,13264,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics,2024,facility,176,6180,Krasnoyarsk,"c(92.76083, 55.995953)",Krasnoyarsk
Institute of Physics and Technology,2012,facility,60,358,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2012,facility,27,245,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2013,facility,79,478,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2013,facility,49,235,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2014,facility,86,536,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2014,facility,48,335,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2015,facility,104,711,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2015,facility,47,445,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2016,facility,155,1021,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2016,facility,74,576,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2017,facility,163,1248,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2017,facility,92,700,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2018,facility,164,1473,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2018,facility,91,717,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2019,facility,145,1697,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2019,facility,154,896,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2020,facility,178,1986,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2020,facility,173,1157,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2021,facility,209,2526,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2021,facility,158,1657,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2022,facility,195,3016,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2022,facility,155,1877,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2023,facility,187,3481,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2023,facility,218,2132,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics and Technology,2024,facility,36,1841,Moscow,"c(37.569836, 55.67819)",Moscow City
Institute of Physics and Technology,2024,facility,75,1323,Yaroslavl,"c(39.94058, 57.624184)",Yaroslavl'
Institute of Physics of Molecules and Crystals,2012,facility,25,147,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2013,facility,27,129,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2014,facility,21,199,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2015,facility,29,216,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2016,facility,33,224,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2017,facility,37,306,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2018,facility,45,371,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2019,facility,45,432,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2020,facility,87,499,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2021,facility,77,645,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2022,facility,95,736,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2023,facility,58,714,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics of Molecules and Crystals,2024,facility,21,387,Ufa,"c(55.96419, 54.743347)",Bashkortostan
Institute of Physics. HI Amirkhanova,2012,facility,22,50,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2013,facility,38,91,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2014,facility,29,120,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2015,facility,36,147,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2016,facility,44,165,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2017,facility,43,182,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2018,facility,67,254,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2019,facility,51,274,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2020,facility,57,418,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2021,facility,34,380,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2022,facility,67,469,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2023,facility,57,562,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physics. HI Amirkhanova,2024,facility,5,254,Makhachkala,"c(47.505314, 42.976555)",Dagestan
Institute of Physiologically Active Compounds,2012,facility,94,677,Chernogolovka,"c(38.38181, 56.012817)",Moskva
Institute of Physiologically Active Compounds,2013,facility,90,713,Chernogolovka,"c(38.38181, 56.012817)",Moskva
Institute of Physiologically Active Compounds,2014,facility,73,823,Chernogolovka,"c(38.38181, 56.012817)",Moskva
